Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,147.25,155.9499969482422,147.0,155.3000030517578,133.9039764404297,29486720
2022-01-04,156.0,156.64999389648438,152.35000610351562,153.0,131.92083740234375,13744440
2022-01-05,153.0,154.3000030517578,152.10000610351562,153.6999969482422,132.52438354492188,8454060
2022-01-06,154.5,155.25,153.0500030517578,154.64999389648438,133.343505859375,12446900
2022-01-07,155.0,157.4499969482422,154.9499969482422,156.9499969482422,135.32664489746094,11679683
2022-01-10,157.8000030517578,161.0,157.0500030517578,160.6999969482422,138.55999755859375,14655298
2022-01-11,160.64999389648438,160.64999389648438,158.10000610351562,158.5500030517578,136.70619201660156,7670386
2022-01-12,160.39999389648438,160.75,158.5,159.35000610351562,137.39599609375,6334581
2022-01-13,159.35000610351562,166.4499969482422,159.0,164.75,142.05201721191406,20271714
2022-01-14,164.75,166.14999389648438,163.25,164.75,142.05201721191406,10211720
2022-01-17,165.60000610351562,166.10000610351562,162.0500030517578,163.6999969482422,141.14666748046875,8384625
2022-01-18,164.0,165.5,160.3000030517578,160.8000030517578,138.64622497558594,6574122
2022-01-19,161.0,164.85000610351562,160.8000030517578,163.89999389648438,141.31910705566406,11503199
2022-01-20,164.5,168.25,163.85000610351562,165.0500030517578,142.31068420410156,17462235
2022-01-21,163.3000030517578,163.3000030517578,157.5,158.75,136.87864685058594,14466758
2022-01-24,158.1999969482422,160.39999389648438,154.8000030517578,156.3000030517578,134.7661895751953,10854431
2022-01-25,155.0,161.60000610351562,154.3000030517578,161.14999389648438,138.947998046875,7267866
2022-01-27,158.89999389648438,161.3000030517578,158.0,160.5500030517578,138.4306640625,9269062
2022-01-28,160.60000610351562,165.0,160.60000610351562,161.64999389648438,139.3791046142578,10310726
2022-01-31,163.39999389648438,163.39999389648438,159.14999389648438,159.8000030517578,137.78396606445312,5811200
2022-02-01,162.0,163.4499969482422,158.60000610351562,163.0500030517578,140.58624267578125,7248713
2022-02-02,163.0,164.60000610351562,162.25,163.85000610351562,141.27601623535156,5369074
2022-02-03,163.10000610351562,164.14999389648438,160.60000610351562,161.3000030517578,139.0773162841797,4654885
2022-02-04,161.3000030517578,162.8000030517578,160.0,160.39999389648438,138.3013153076172,6402287
2022-02-07,160.64999389648438,163.0,159.64999389648438,160.9499969482422,138.77554321289062,5871041
2022-02-08,161.85000610351562,162.5,158.35000610351562,159.9499969482422,137.91331481933594,14158927
2022-02-09,160.5,169.35000610351562,160.0,168.60000610351562,145.37158203125,35079516
2022-02-10,169.0,170.3000030517578,165.0,168.0500030517578,144.8973846435547,17724098
2022-02-11,167.9499969482422,169.3000030517578,165.1999969482422,166.5,143.56092834472656,10097767
2022-02-14,166.10000610351562,166.25,161.14999389648438,161.64999389648438,139.3791046142578,9478670
2022-02-15,162.75,164.85000610351562,159.85000610351562,163.64999389648438,141.10354614257812,16850616
2022-02-16,165.25,166.0,162.8000030517578,163.85000610351562,141.27601623535156,10653203
2022-02-17,164.6999969482422,165.5,162.6999969482422,163.0500030517578,140.58624267578125,6906440
2022-02-18,163.0,168.25,162.60000610351562,167.3000030517578,144.2506866455078,23740696
2022-02-21,163.14999389648438,163.5,159.85000610351562,161.1999969482422,143.2730255126953,14870901
2022-02-22,159.5,160.64999389648438,155.5,159.89999389648438,142.11758422851562,11654816
2022-02-23,160.35000610351562,162.3000030517578,158.1999969482422,158.5,140.873291015625,7627472
2022-02-24,154.0,156.8000030517578,149.0,150.0,133.31858825683594,12115340
2022-02-25,152.25,164.89999389648438,152.25,163.4499969482422,145.27279663085938,17079977
2022-02-28,162.4499969482422,169.9499969482422,160.5500030517578,169.5500030517578,150.69444274902344,20872239
2022-03-02,171.0,185.64999389648438,171.0,184.8000030517578,164.2484893798828,72648396
2022-03-03,189.60000610351562,197.75,186.85000610351562,188.9499969482422,167.9369659423828,74050073
2022-03-04,188.9499969482422,191.0,180.5,181.0,160.87107849121094,36095156
2022-03-07,185.9499969482422,192.0,181.6999969482422,188.6999969482422,167.7147674560547,41642776
2022-03-08,189.0,191.6999969482422,186.60000610351562,189.14999389648438,168.11471557617188,22940456
2022-03-09,190.0,190.60000610351562,185.60000610351562,186.64999389648438,165.8927459716797,13870658
2022-03-10,184.0,184.0,177.0500030517578,178.9499969482422,159.04905700683594,30890343
2022-03-11,181.0,182.5,179.25,181.75,161.5376739501953,14663558
2022-03-14,181.0,182.14999389648438,177.85000610351562,180.35000610351562,160.29336547851562,8306420
2022-03-15,179.89999389648438,180.0,171.5,172.89999389648438,153.671875,14074860
2022-03-16,173.0,177.8000030517578,172.89999389648438,176.89999389648438,157.22703552246094,11846738
2022-03-17,179.0,180.0,175.5,176.5500030517578,156.9159698486328,20052773
2022-03-21,177.85000610351562,186.35000610351562,177.5,182.3000030517578,162.02651977539062,20271556
2022-03-22,183.64999389648438,185.8000030517578,180.5,183.35000610351562,162.95973205566406,12372751
2022-03-23,182.60000610351562,184.25,179.3000030517578,183.0500030517578,162.693115234375,13731315
2022-03-24,183.6999969482422,188.5,183.3000030517578,187.39999389648438,166.55934143066406,16323203
2022-03-25,187.39999389648438,188.89999389648438,184.60000610351562,186.10000610351562,165.40391540527344,10044811
2022-03-28,186.10000610351562,193.6999969482422,185.5,191.25,169.98118591308594,19132062
2022-03-29,192.0,192.1999969482422,185.5,186.0,165.31503295898438,10622472
2022-03-30,187.9499969482422,187.9499969482422,182.0,182.89999389648438,162.55978393554688,10298319
2022-03-31,184.14999389648438,184.89999389648438,181.64999389648438,183.0500030517578,162.693115234375,9435203
2022-04-01,183.8000030517578,187.25,183.3000030517578,186.14999389648438,165.44834899902344,13505929
2022-04-04,185.5,189.0,184.60000610351562,187.75,166.87042236328125,9490374
2022-04-05,188.0,188.9499969482422,186.85000610351562,187.89999389648438,167.00372314453125,7637664
2022-04-06,188.6999969482422,197.0,188.3000030517578,193.85000610351562,172.29205322265625,46157039
2022-04-07,195.0,197.0500030517578,189.89999389648438,190.75,169.5367889404297,21712301
2022-04-08,194.6999969482422,198.8000030517578,192.35000610351562,194.5500030517578,172.9141845703125,20151959
2022-04-11,194.5,198.0,193.35000610351562,196.39999389648438,174.55844116210938,12393619
2022-04-12,195.75,195.75,184.3000030517578,186.0,165.31503295898438,18907630
2022-04-13,188.0,191.3000030517578,185.6999969482422,186.60000610351562,165.84832763671875,14216953
2022-04-18,186.60000610351562,190.89999389648438,184.60000610351562,189.4499969482422,168.38134765625,13052104
2022-04-19,191.4499969482422,203.25,190.64999389648438,197.75,175.75831604003906,59341710
2022-04-20,199.9499969482422,205.5500030517578,197.10000610351562,199.10000610351562,176.9582061767578,38356653
2022-04-21,201.1999969482422,207.89999389648438,201.0,206.89999389648438,183.8907470703125,43683145
2022-04-22,206.0500030517578,209.0,201.25,202.14999389648438,179.6689910888672,24007670
2022-04-25,199.64999389648438,202.1999969482422,186.75,188.4499969482422,167.49256896972656,26465084
2022-04-26,192.1999969482422,192.3000030517578,188.4499969482422,191.39999389648438,170.114501953125,20819291
2022-04-27,190.8000030517578,191.8000030517578,186.60000610351562,187.5,166.64822387695312,12214126
2022-04-28,189.0,192.5,187.14999389648438,190.25,169.0924072265625,12706800
2022-04-29,192.5,193.0,181.89999389648438,182.85000610351562,162.51536560058594,21654415
2022-05-02,182.6999969482422,188.89999389648438,178.85000610351562,187.64999389648438,166.78152465820312,21289439
2022-05-04,188.75,190.6999969482422,186.5,187.35000610351562,166.514892578125,18239949
2022-05-05,189.5,191.9499969482422,184.6999969482422,185.85000610351562,165.1817169189453,12651103
2022-05-06,184.5,188.9499969482422,183.0500030517578,187.39999389648438,166.55934143066406,14257553
2022-05-09,185.9499969482422,185.9499969482422,181.5500030517578,183.0500030517578,162.693115234375,10549451
2022-05-10,182.0,183.85000610351562,168.8000030517578,170.0500030517578,151.13882446289062,19965511
2022-05-11,171.6999969482422,173.6999969482422,165.25,169.85000610351562,150.96107482910156,20641617
2022-05-12,167.85000610351562,170.1999969482422,164.64999389648438,167.0500030517578,148.47244262695312,10406343
2022-05-13,170.0,173.64999389648438,168.0,168.6999969482422,149.93894958496094,11590435
2022-05-16,169.5,172.8000030517578,167.85000610351562,171.6999969482422,152.60533142089844,7437937
2022-05-17,173.39999389648438,185.0,173.14999389648438,184.5500030517578,164.0262908935547,28092052
2022-05-18,186.35000610351562,187.5,181.8000030517578,185.5500030517578,164.91506958007812,15425248
2022-05-19,181.10000610351562,183.5,180.6999969482422,181.1999969482422,161.04884338378906,9396007
2022-05-20,184.5,186.85000610351562,183.5500030517578,185.9499969482422,165.27059936523438,6365038
2022-05-23,185.9499969482422,186.75,182.39999389648438,184.3000030517578,163.80409240722656,7794071
2022-05-24,183.4499969482422,186.75,181.1999969482422,182.35000610351562,162.07095336914062,8572565
2022-05-25,184.1999969482422,185.5500030517578,180.0500030517578,180.6999969482422,160.60443115234375,7926434
2022-05-26,183.9499969482422,186.0,177.75,183.25,162.870849609375,23140556
2022-05-27,184.5,188.64999389648438,180.5,181.85000610351562,161.62655639648438,16408080
2022-05-30,184.0,187.89999389648438,182.5500030517578,187.1999969482422,166.38157653808594,10577525
2022-05-31,186.0,195.25,185.1999969482422,192.89999389648438,171.44769287109375,21380248
2022-06-01,194.5,197.3000030517578,193.1999969482422,196.0500030517578,174.24737548828125,30867456
2022-06-02,196.5,199.1999969482422,194.3000030517578,198.1999969482422,176.15826416015625,17646759
2022-06-03,200.0,201.0,196.1999969482422,197.0,175.09173583984375,25335178
2022-06-06,196.5,196.8000030517578,193.1999969482422,194.85000610351562,173.1808319091797,22020642
2022-06-07,193.64999389648438,199.9499969482422,193.60000610351562,197.5500030517578,175.58058166503906,12961285
2022-06-08,198.0,201.9499969482422,196.5,197.64999389648438,175.66944885253906,13059792
2022-06-09,196.9499969482422,200.39999389648438,196.5,198.75,176.64710998535156,10562238
2022-06-10,197.35000610351562,199.3000030517578,196.25,198.5,176.42491149902344,6741014
2022-06-13,196.64999389648438,197.39999389648438,189.5500030517578,191.0500030517578,169.80343627929688,8516696
2022-06-14,189.10000610351562,194.5,189.10000610351562,192.1999969482422,170.82553100585938,6727598
2022-06-15,192.14999389648438,193.85000610351562,189.14999389648438,190.0500030517578,168.91464233398438,5805589
2022-06-16,191.5500030517578,192.8000030517578,179.10000610351562,179.89999389648438,159.89340209960938,14490962
2022-06-17,180.0,184.85000610351562,179.39999389648438,182.64999389648438,162.33758544921875,15215695
2022-06-20,181.89999389648438,181.89999389648438,174.75,176.85000610351562,157.18260192871094,23276003
2022-06-21,178.0,185.64999389648438,178.0,184.8000030517578,164.2484893798828,7564329
2022-06-22,184.75,184.75,179.0,179.35000610351562,159.4045867919922,6560404
2022-06-23,180.3000030517578,182.0,174.85000610351562,177.14999389648438,157.44923400878906,9304799
2022-06-24,178.64999389648438,180.39999389648438,174.8000030517578,176.5500030517578,156.9159698486328,8171322
2022-06-27,180.0,182.8000030517578,177.4499969482422,182.0500030517578,161.8043212890625,7063839
2022-06-28,181.14999389648438,186.9499969482422,180.75,186.39999389648438,165.67054748535156,9844211
2022-06-29,186.0,190.25,183.64999389648438,188.75,167.7592010498047,16856241
2022-06-30,188.10000610351562,189.0,182.5500030517578,185.60000610351562,164.95953369140625,8693744
2022-07-01,185.0,186.14999389648438,176.60000610351562,183.25,162.870849609375,17248729
2022-07-04,183.25,185.6999969482422,179.10000610351562,182.0500030517578,161.8043212890625,8780396
2022-07-05,183.0,185.1999969482422,181.75,182.4499969482422,162.15982055664062,5313753
2022-07-06,182.5,182.85000610351562,178.0,181.6999969482422,161.49322509765625,9367397
2022-07-07,183.9499969482422,186.60000610351562,181.4499969482422,186.0,165.31503295898438,6322630
2022-07-08,187.0500030517578,191.89999389648438,187.0500030517578,189.8000030517578,168.69244384765625,14647592
2022-07-11,188.9499969482422,194.3000030517578,187.8000030517578,193.35000610351562,171.84765625,9048841
2022-07-12,192.8000030517578,195.3000030517578,192.10000610351562,193.89999389648438,172.33648681640625,6942704
2022-07-13,193.89999389648438,196.14999389648438,193.0,193.4499969482422,171.93653869628906,7842930
2022-07-14,194.0,195.4499969482422,190.3000030517578,192.0,170.6477813720703,6795141
2022-07-15,193.0,193.89999389648438,189.39999389648438,193.39999389648438,171.89207458496094,5610793
2022-07-18,194.5,196.89999389648438,193.85000610351562,195.60000610351562,173.84744262695312,7600779
2022-07-19,194.9499969482422,199.60000610351562,194.0,198.25,176.2027130126953,9913955
2022-07-20,199.60000610351562,200.39999389648438,197.39999389648438,197.85000610351562,175.84719848632812,5519522
2022-07-21,197.85000610351562,199.4499969482422,196.3000030517578,198.60000610351562,176.51380920410156,6167419
2022-07-22,198.60000610351562,199.85000610351562,196.8000030517578,197.10000610351562,175.18063354492188,4844223
2022-07-25,197.5,201.6999969482422,194.60000610351562,200.89999389648438,178.55801391601562,10207034
