strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue
22300,30-May-2024,22300.0,30-May-2024,NIFTY,OPTIDXNIFTY30-05-2024PE22300.00,2110.0,86.0,4.24901185770751,405.0,13.05,199.45,-21.25,-9.628454916175805,13400.0,37650.0,100.0,199.35,100.0,200.6,22605.8,22300.0,30-May-2024,NIFTY,OPTIDXNIFTY30-05-2024CE22300.00,893.0,14.0,1.5927189988623436,57.0,9.03,706.55,57.299999999999955,8.825567963034263,4050.0,6200.0,50.0,703.55,150.0,707.95,22605.8
22300,27-Jun-2024,22300.0,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024PE22300.00,211.0,1.0,0.47619047619047616,4.0,16.09,352.7,-17.100000000000023,-4.624121146565717,3650.0,3550.0,50.0,348.85,50.0,352.65,22605.8,22300.0,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024CE22300.00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,4450.0,50.0,955.95,50.0,972.75,22605.8
22350,10-Apr-2024,22350.0,10-Apr-2024,NIFTY,OPTIDXNIFTY10-04-2024PE22350.00,36671.0,3489.0,10.514736905551203,67325.0,16.83,28.65,-23.9,-45.48049476688868,163900.0,325000.0,5100.0,28.55,1150.0,28.65,22605.8,22350.0,10-Apr-2024,NIFTY,OPTIDXNIFTY10-04-2024CE22350.00,5861.0,-237.0,-3.8865201705477204,3835.0,16.3,278.3,43.35000000000002,18.450734198765705,49000.0,38400.0,150.0,281.25,100.0,282.05,22605.8
22350,18-Apr-2024,22350.0,18-Apr-2024,NIFTY,OPTIDXNIFTY18-04-2024PE22350.00,1308.0,522.0,66.41221374045801,2495.0,12.57,73.8,-23.450000000000003,-24.11311053984576,52300.0,57350.0,50.0,73.55,1200.0,73.8,22605.8,22350.0,18-Apr-2024,NIFTY,OPTIDXNIFTY18-04-2024CE22350.00,301.0,2.0,0.6688963210702341,202.0,11.29,361.2,48.5,15.51007355292613,19550.0,11750.0,200.0,363.2,150.0,364.55,22605.8
22350,25-Apr-2024,22350.0,25-Apr-2024,NIFTY,OPTIDXNIFTY25-04-2024PE22350.00,1906.0,-21.0,-1.0897768552153606,453.0,12.63,108.3,-26.950000000000003,-19.926062846580407,30550.0,29150.0,50.0,107.6,400.0,108.0,22605.8,22350.0,25-Apr-2024,NIFTY,OPTIDXNIFTY25-04-2024CE22350.00,1030.0,-10.0,-0.9615384615384616,86.0,11.67,439.7,56.44999999999999,14.729288975864316,7350.0,12250.0,50.0,435.8,500.0,438.15,22605.8
22350,02-May-2024,22350.0,02-May-2024,NIFTY,OPTIDXNIFTY02-05-2024PE22350.00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,7650.0,900.0,130.1,100.0,143.5,22605.8,22350.0,02-May-2024,NIFTY,OPTIDXNIFTY02-05-2024CE22350.00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,4500.0,650.0,483.8,100.0,515.65,22605.8
22350,09-May-2024,22350.0,09-May-2024,NIFTY,OPTIDXNIFTY09-05-2024PE22350.00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,5450.0,1800.0,146.0,900.0,172.4,22605.8,22350.0,09-May-2024,NIFTY,OPTIDXNIFTY09-05-2024CE22350.00,0.0,0.0,0.0,1.0,12.45,577.45,-3.7999999999999545,-0.6537634408602072,0.0,0.0,0.0,0.0,0.0,0.0,22605.8
22350,30-May-2024,22350.0,30-May-2024,NIFTY,OPTIDXNIFTY30-05-2024PE22350.00,100.0,7.0,7.526881720430108,20.0,13.05,211.7,-22.200000000000017,-9.491235570756741,8050.0,6300.0,1100.0,212.65,50.0,214.6,22605.8,22350.0,30-May-2024,NIFTY,OPTIDXNIFTY30-05-2024CE22350.00,61.0,-3.0,-4.6875,12.0,9.22,658.5,50.39999999999998,8.288110508140106,5000.0,7400.0,50.0,665.6,400.0,669.55,22605.8
22350,27-Jun-2024,22350.0,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024PE22350.00,25.0,0.0,0.0,2.0,15.98,365.25,-22.75,-5.86340206185567,2850.0,4800.0,50.0,365.6,50.0,369.45,22605.8,22350.0,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024CE22350.00,28.0,0.0,0.0,1.0,11.36,914.4,57.799999999999955,6.747606817651174,2550.0,3450.0,50.0,915.1,50.0,951.2,22605.8
22400,10-Apr-2024,22400.0,10-Apr-2024,NIFTY,OPTIDXNIFTY10-04-2024PE22400.00,126382.0,21997.0,21.072951094505914,158310.0,16.55,37.3,-28.799999999999997,-43.57034795763994,288450.0,759600.0,500.0,37.2,1050.0,37.3,22605.8,22400.0,10-Apr-2024,NIFTY,OPTIDXNIFTY10-04-2024CE22400.00,26402.0,-733.0,-2.701308273447577,24729.0,16.6,239.95,41.14999999999998,20.699195171026144,136900.0,102900.0,150.0,239.7,50.0,239.95,22605.8
22400,18-Apr-2024,22400.0,18-Apr-2024,NIFTY,OPTIDXNIFTY18-04-2024PE22400.00,8219.0,2023.0,32.650096836668816,5896.0,12.43,85.75,-25.950000000000003,-23.23187108325873,55500.0,102650.0,50.0,85.4,450.0,85.65,22605.8,22400.0,18-Apr-2024,NIFTY,OPTIDXNIFTY18-04-2024CE22400.00,2000.0,-65.0,-3.1476997578692494,1029.0,11.16,322.0,45.10000000000002,16.287468400144466,34000.0,27450.0,150.0,325.1,500.0,325.85,22605.8
22400,25-Apr-2024,22400.0,25-Apr-2024,NIFTY,OPTIDXNIFTY25-04-2024PE22400.00,32153.0,709.0,2.2548021880167917,9536.0,12.38,120.5,-30.55000000000001,-20.225091029460447,65150.0,97700.0,50.0,120.45,150.0,120.7,22605.8,22400.0,25-Apr-2024,NIFTY,OPTIDXNIFTY25-04-2024CE22400.00,21875.0,336.0,1.5599610009749756,6144.0,11.6,398.6,51.25,14.754570318122932,28050.0,44250.0,350.0,398.5,400.0,399.55,22605.8
22400,02-May-2024,22400.0,02-May-2024,NIFTY,OPTIDXNIFTY02-05-2024PE22400.00,125.0,1.0,0.8064516129032258,18.0,12.73,154.0,-24.650000000000006,-13.797928911279039,8200.0,11350.0,100.0,150.45,2000.0,156.2,22605.8,22400.0,02-May-2024,NIFTY,OPTIDXNIFTY02-05-2024CE22400.00,164.0,46.0,38.983050847457626,61.0,11.93,469.35,46.05000000000001,10.87880935506733,5950.0,6750.0,200.0,472.9,200.0,478.85,22605.8
